0, 0
1, 0
2.97818e-11, 0.0165925

0, 0
1, 2.6617e-06
2.73153e-05, 0.0165925

0, 0
0.999999, 0.00133351
0.0129174, 0.0136835

0, 0
0.999996, 0.00266436
0.02276, 0.0071107

0, 0
0.999992, 0.0039952
0.0296838, -0.000529226

0, 0
0.999986, 0.00532604
0.0345897, -0.00818634

0, 0
0.999978, 0.00665686
0.0381246, -0.0155404

0, 0
0.999968, 0.00798768
0.0406896, -0.0225094

0, 0
0.999957, 0.00931848
0.0425381, -0.0290875

0, 0
0.999943, 0.0106493
0.0438373, -0.0352932

0, 0
0.999928, 0.01198
0.0447027, -0.0411517

0, 0
0.999911, 0.0133108
0.0452168, -0.0466884

0, 0
0.999893, 0.0146415
0.0454409, -0.0519266

0, 0
0.999872, 0.0159722
0.0454217, -0.0568874

0, 0
0.99985, 0.0173028
0.0451954, -0.0615894

0, 0
0.999826, 0.0186335
0.0447909, -0.066049

0, 0
0.999801, 0.0199641
0.0442315, -0.0702806

0, 0
0.999773, 0.0212947
0.0435364, -0.0742968

0, 0
0.999744, 0.0226252
0.0427216, -0.0781088

0, 0
0.999713, 0.0239557
0.0418004, -0.0817266

0, 0
0.99968, 0.0252861
0.0407844, -0.0851591

0, 0
0.999646, 0.0266165
0.0396833, -0.0884141

0, 0
0.999609, 0.0279469
0.0385057, -0.0914987

0, 0
0.999571, 0.0292772
0.037259, -0.0944192

0, 0
0.999531, 0.0306074
0.0359498, -0.0971813

0, 0
0.99949, 0.0319376
0.0345839, -0.0997902

0, 0
0.999446, 0.0332678
0.0331665, -0.10225

0, 0
0.999401, 0.0345979
0.0317023, -0.104566

0, 0
0.999354, 0.0359279
0.0301954, -0.106742

0, 0
0.999306, 0.0372578
0.0286498, -0.10878

0, 0
0.999255, 0.0385877
0.0270688, -0.110684

0, 0
0.999203, 0.0399176
0.0254557, -0.112457

0, 0
0.999149, 0.0412473
0.0238136, -0.114101

0, 0
0.999093, 0.042577
0.022145, -0.115619

0, 0
0.999036, 0.0439066
0.0204527, -0.117012

0, 0
0.998976, 0.0452361
0.018739, -0.118283

0, 0
0.998915, 0.0465656
0.0170062, -0.119433

0, 0
0.998852, 0.0478949
0.0152563, -0.120464

0, 0
0.998788, 0.0492242
0.0134916, -0.121377

0, 0
0.998721, 0.0505534
0.0117139, -0.122173

0, 0
0.998653, 0.0518825
0.00992507, -0.122853

0, 0
0.998583, 0.0532115
0.00812698, -0.123419

0, 0
0.998512, 0.0545404
0.00632137, -0.123869

0, 0
0.998438, 0.0558693
0.00450997, -0.124206

0, 0
0.998363, 0.057198
0.00269447, -0.124429

0, 0
0.998286, 0.0585266
0.000876543, -0.124539

0, 0
0.998207, 0.0598551
-0.000942163, -0.124536

0, 0
0.998127, 0.0611835
-0.00275999, -0.12442

0, 0
0.998044, 0.0625118
-0.00457529, -0.124191

0, 0
0.99796, 0.06384
-0.00638638, -0.123848

0, 0
0.997874, 0.0651681
-0.00819158, -0.123392

0, 0
0.997787, 0.0664961
-0.00998916, -0.122821

0, 0
0.997697, 0.0678239
-0.0117774, -0.122135

0, 0
0.997606, 0.0691516
-0.0135543, -0.121332

0, 0
0.997513, 0.0704792
-0.0153182, -0.120413

0, 0
0.997419, 0.0718067
-0.0170671, -0.119376

0, 0
0.997322, 0.0731341
-0.0187988, -0.11822

0, 0
0.997224, 0.0744613
-0.0205113, -0.116942

0, 0
0.997124, 0.0757884
-0.0222023, -0.115542

0, 0
0.997022, 0.0771153
-0.0238694, -0.114018

0, 0
0.996919, 0.0784421
-0.0255099, -0.112367

0, 0
0.996813, 0.0797688
-0.0271211, -0.110587

0, 0
0.996706, 0.0810954
-0.0287001, -0.108676

0, 0
0.996598, 0.0824218
-0.0302436, -0.10663

0, 0
0.996487, 0.083748
-0.0317481, -0.104447

0, 0
0.996375, 0.0850741
-0.0332098, -0.102124

0, 0
0.996261, 0.0864001
-0.0346243, -0.0996554

0, 0
0.996145, 0.0877258
-0.0359871, -0.0970383

0, 0
0.996027, 0.0890515
-0.0372929, -0.0942676

0, 0
0.995908, 0.090377
